obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('112',)",3721937251.67,8,3.69248008728,3742914124.93,3742914125.28,3721937251.67,0.0,internal_timestamp,76.361000061,1512948451.67,33.4163017273,0,10.3872995377,1025.99999668,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('113',)",3721937251.73,8,3.6924700737,3742914124.93,3742914125.28,3721937251.73,0.0,internal_timestamp,76.361000061,1512948451.73,33.4160995483,0,10.3872995377,1025.99983915,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('114',)",3721937251.8,8,3.6924700737,3742914124.93,3742914125.28,3721937251.8,0.0,internal_timestamp,76.3619995117,1512948451.8,33.4160995483,0,10.3873996735,1025.99982638,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('115',)",3721937251.86,8,3.69248008728,3742914124.93,3742914125.28,3721937251.86,0.0,internal_timestamp,76.3619995117,1512948451.86,33.4161987305,0,10.3872995377,1025.99992098,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('116',)",3721937251.92,8,3.6924700737,3742914124.93,3742914125.28,3721937251.92,0.0,internal_timestamp,76.3600006104,1512948451.92,33.4161987305,0,10.3872995377,1025.99991188,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('117',)",3721937251.98,8,3.69248008728,3742914124.93,3742914125.28,3721937251.98,0.0,internal_timestamp,76.3659973145,1512948451.98,33.4163017273,0,10.3872003555,1026.00003657,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('118',)",3721937252.05,8,3.6924700737,3742914124.93,3742914125.28,3721937252.05,0.0,internal_timestamp,76.3659973145,1512948452.05,33.4163017273,0,10.3872003555,1026.00003657,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('119',)",3721937252.11,8,3.69246006012,3742914124.93,3742914125.28,3721937252.11,0.0,internal_timestamp,76.3690032959,1512948452.11,33.4160995483,0,10.3872003555,1025.99989271,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('120',)",3721937252.17,8,3.69246006012,3742914124.93,3742914125.28,3721937252.17,0.0,internal_timestamp,76.3710021973,1512948452.17,33.4160995483,0,10.3872003555,1025.99990181,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('121',)",3721937252.23,8,3.6924700737,3742914124.93,3742914125.28,3721937252.23,0.0,internal_timestamp,76.3710021973,1512948452.23,33.4163017273,0,10.3872003555,1026.00005934,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('122',)",3721937252.3,8,3.6924700737,3742914124.93,3742914125.28,3721937252.3,0.0,internal_timestamp,76.3730010986,1512948452.3,33.4163017273,0,10.3872003555,1026.00006843,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('123',)",3721937252.36,8,3.69248008728,3742914124.93,3742914125.28,3721937252.36,0.0,internal_timestamp,76.3730010986,1512948452.36,33.4163017273,0,10.3872003555,1026.00006843,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('124',)",3721937252.42,8,3.6924700737,3742914124.93,3742914125.28,3721937252.42,0.0,internal_timestamp,76.3740005493,1512948452.42,33.4163017273,0,10.3872003555,1026.00007298,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('125',)",3721937252.48,8,3.6924700737,3742914124.93,3742914125.29,3721937252.48,0.0,internal_timestamp,76.3740005493,1512948452.48,33.4163017273,0,10.3872003555,1026.00007298,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('126',)",3721937252.55,8,3.6924700737,3742914124.93,3742914125.29,3721937252.55,0.0,internal_timestamp,76.3769989014,1512948452.55,33.4163017273,0,10.3872003555,1026.00008663,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('127',)",3721937252.61,8,3.69248008728,3742914124.93,3742914125.29,3721937252.61,0.0,internal_timestamp,76.3779983521,1512948452.61,33.4164009094,0,10.3871002197,1026.00018576,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('128',)",3721937252.67,8,3.69248008728,3742914124.93,3742914125.29,3721937252.67,0.0,internal_timestamp,76.3769989014,1512948452.67,33.4164009094,0,10.3871002197,1026.00018122,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('129',)",3721937252.73,8,3.69248008728,3742914124.93,3742914125.29,3721937252.73,0.0,internal_timestamp,76.3789978027,1512948452.73,33.4163017273,0,10.3872003555,1026.00009572,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('130',)",3721937252.8,8,3.69248008728,3742914124.93,3742914125.29,3721937252.8,0.0,internal_timestamp,76.3830032349,1512948452.8,33.4163017273,0,10.3872995377,1026.0000968,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('131',)",3721937252.86,8,3.69248008728,3742914124.93,3742914125.29,3721937252.86,0.0,internal_timestamp,76.3799972534,1512948452.86,33.4161987305,0,10.3872995377,1026.00000287,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('132',)",3721937252.92,8,3.69248008728,3742914124.93,3742914125.29,3721937252.92,0.0,internal_timestamp,76.3799972534,1512948452.92,33.4161987305,0,10.3873996735,1025.99998556,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('133',)",3721937252.98,8,3.69249010086,3742914124.93,3742914125.29,3721937252.98,0.0,internal_timestamp,76.3799972534,1512948452.98,33.4163017273,0,10.3873996735,1026.00006581,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('134',)",3721937253.44,8,3.69250011444,3742914124.93,3742914125.29,3721937253.44,0.0,internal_timestamp,76.3850021362,1512948453.44,33.4164009094,0,10.3873996735,1026.00016586,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('135',)",3721937253.46,8,3.69249010086,3742914124.93,3742914125.29,3721937253.46,0.0,internal_timestamp,76.3850021362,1512948453.46,33.4164009094,0,10.3873996735,1026.00016586,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('136',)",3721937253.47,8,3.69250011444,3742914124.93,3742914125.29,3721937253.47,0.0,internal_timestamp,76.3880004883,1512948453.47,33.4165000916,0,10.3872995377,1026.00027409,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('137',)",3721937253.49,8,3.69249010086,3742914124.93,3742914125.29,3721937253.49,0.0,internal_timestamp,76.3870010376,1512948453.49,33.4165000916,0,10.3872003555,1026.00028669,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('138',)",3721937253.49,8,3.69248008728,3742914124.93,3742914125.29,3721937253.49,0.0,internal_timestamp,76.3850021362,1512948453.49,33.4165000916,0,10.3871002197,1026.00029491,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('139',)",3721937253.5,8,3.6924700737,3742914124.93,3742914125.29,3721937253.5,0.0,internal_timestamp,76.3880004883,1512948453.5,33.4163017273,0,10.3871002197,1026.000154,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('140',)",3721937253.5,8,3.69246006012,3742914124.93,3742914125.29,3721937253.5,0.0,internal_timestamp,76.3850021362,1512948453.5,33.4163017273,0,10.3871002197,1026.00014035,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('141',)",3721937253.51,8,3.69246006012,3742914124.93,3742914125.29,3721937253.51,0.0,internal_timestamp,76.3870010376,1512948453.51,33.4161987305,0,10.3872003555,1026.00005189,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('142',)",3721937253.55,8,3.6924700737,3742914124.93,3742914125.29,3721937253.55,0.0,internal_timestamp,76.3909988403,1512948453.55,33.4161987305,0,10.3872995377,1026.00005293,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('143',)",3721937253.61,8,3.69248008728,3742914124.93,3742914125.29,3721937253.61,0.0,internal_timestamp,76.3899993896,1512948453.61,33.4163017273,0,10.3872995377,1026.00012863,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('144',)",3721937253.67,8,3.69249010086,3742914124.93,3742914125.29,3721937253.67,0.0,internal_timestamp,76.391998291,1512948453.67,33.4163017273,0,10.3872995377,1026.00013773,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('145',)",3721937253.73,8,3.69249010086,3742914124.93,3742914125.29,3721937253.73,0.0,internal_timestamp,76.3850021362,1512948453.73,33.4164009094,0,10.3872995377,1026.00018317,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('146',)",3721937253.8,8,3.69250011444,3742914124.93,3742914125.29,3721937253.8,0.0,internal_timestamp,76.388999939,1512948453.8,33.4165000916,0,10.3872995377,1026.00027864,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('147',)",3721937253.86,8,3.6925098896,3742914124.93,3742914125.29,3721937253.86,0.0,internal_timestamp,76.3860015869,1512948453.86,33.4165992737,0,10.3872995377,1026.00034228,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('148',)",3721937253.92,8,3.6925098896,3742914124.93,3742914125.29,3721937253.92,0.0,internal_timestamp,76.3850021362,1512948453.92,33.4165000916,0,10.3872995377,1026.00026045,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('149',)",3721937253.98,8,3.69249010086,3742914124.93,3742914125.29,3721937253.98,0.0,internal_timestamp,76.3830032349,1512948453.98,33.4164009094,0,10.3872995377,1026.00017408,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('150',)",3721937254.05,8,3.69248008728,3742914124.93,3742914125.29,3721937254.05,0.0,internal_timestamp,76.3840026855,1512948454.05,33.4161987305,0,10.3872995377,1026.00002109,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('151',)",3721937254.11,8,3.69248008728,3742914124.93,3742914125.29,3721937254.11,0.0,internal_timestamp,76.3840026855,1512948454.11,33.4161987305,0,10.3872995377,1026.00002109,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('152',)",3721937254.17,8,3.69250011444,3742914124.93,3742914125.29,3721937254.17,0.0,internal_timestamp,76.3840026855,1512948454.17,33.4164009094,0,10.3872995377,1026.00017862,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('153',)",3721937254.59,8,3.69251990318,3742914124.93,3742914125.29,3721937254.59,0.0,internal_timestamp,76.3789978027,1512948454.59,33.4166984558,0,10.3872995377,1026.00038769,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('154',)",3721937254.6,8,3.69251990318,3742914124.93,3742914125.29,3721937254.6,0.0,internal_timestamp,76.3740005493,1512948454.6,33.4168014526,0,10.3872995377,1026.0004452,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('155',)",3721937254.61,8,3.69251990318,3742914124.93,3742914125.29,3721937254.61,0.0,internal_timestamp,76.375,1512948454.61,33.4166984558,0,10.3872003555,1026.00038664,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('156',)",3721937254.63,8,3.6925098896,3742914124.93,3742914125.29,3721937254.63,0.0,internal_timestamp,76.3710021973,1512948454.63,33.4165992737,0,10.3872995377,1026.00027403,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('157',)",3721937254.63,8,3.6925098896,3742914124.93,3742914125.29,3721937254.63,0.0,internal_timestamp,76.3740005493,1512948454.63,33.4165000916,0,10.3872995377,1026.00021039,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('158',)",3721937254.64,8,3.6925098896,3742914124.93,3742914125.29,3721937254.64,0.0,internal_timestamp,76.3700027466,1512948454.64,33.4165992737,0,10.3872995377,1026.00026948,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('159',)",3721937254.65,8,3.6925098896,3742914124.93,3742914125.29,3721937254.65,0.0,internal_timestamp,76.361000061,1512948454.65,33.4166984558,0,10.3872003555,1026.00032294,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('160',)",3721937254.67,8,3.69251990318,3742914124.93,3742914125.29,3721937254.67,0.0,internal_timestamp,76.358001709,1512948454.67,33.4168014526,0,10.3872003555,1026.00038955,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('161',)",3721937254.73,8,3.6925098896,3742914124.93,3742914125.29,3721937254.73,0.0,internal_timestamp,76.3489990234,1512948454.73,33.4166984558,0,10.3872003555,1026.00026834,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('162',)",3721937255.14,8,3.69250011444,3742914124.93,3742914125.29,3721937255.14,0.0,internal_timestamp,76.3450012207,1512948455.13,33.4165992737,0,10.3872003555,1026.00017287,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('163',)",3721937255.15,8,3.69249010086,3742914124.93,3742914125.29,3721937255.15,0.0,internal_timestamp,76.3479995728,1512948455.15,33.4164009094,0,10.3872995377,1026.0000148,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('164',)",3721937255.15,8,3.69248008728,3742914124.93,3742914125.29,3721937255.15,0.0,internal_timestamp,76.341003418,1512948455.15,33.4163017273,0,10.3872995377,1025.99990569,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('165',)",3721937255.16,8,3.6924700737,3742914124.93,3742914125.29,3721937255.16,0.0,internal_timestamp,76.3339996338,1512948455.16,33.4161987305,0,10.3872003555,1025.99981072,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('166',)",3721937255.17,8,3.6924700737,3742914124.93,3742914125.29,3721937255.17,0.0,internal_timestamp,76.3249969482,1512948455.17,33.4163017273,0,10.3872003555,1025.99985001,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('167',)",3721937255.18,8,3.6924700737,3742914124.93,3742914125.29,3721937255.18,0.0,internal_timestamp,76.3239974976,1512948455.18,33.4164009094,0,10.3872003555,1025.99992274,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('168',)",3721937255.51,8,3.69248008728,3742914124.93,3742914125.3,3721937255.51,0.0,internal_timestamp,76.3209991455,1512948455.51,33.4164009094,0,10.3872003555,1025.99990909,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('169',)",3721937255.52,8,3.69248008728,3742914124.93,3742914125.3,3721937255.52,0.0,internal_timestamp,76.3140029907,1512948455.52,33.4164009094,0,10.3872003555,1025.99987726,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('170',)",3721937255.53,8,3.69248008728,3742914124.93,3742914125.3,3721937255.53,0.0,internal_timestamp,76.3030014038,1512948455.53,33.4163017273,0,10.3872995377,1025.99973277,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('171',)",3721937255.53,8,3.69249010086,3742914124.93,3742914125.3,3721937255.53,0.0,internal_timestamp,76.297996521,1512948455.53,33.4163017273,0,10.3873996735,1025.99969269,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('172',)",3721937255.54,8,3.69250011444,3742914124.93,3742914125.3,3721937255.54,0.0,internal_timestamp,76.297996521,1512948455.54,33.4163017273,0,10.3874998093,1025.99967537,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('173',)",3721937255.55,8,3.69250011444,3742914124.93,3742914125.3,3721937255.55,0.0,internal_timestamp,76.2910003662,1512948455.55,33.4164009094,0,10.3874998093,1025.99972082,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('174',)",3721937255.55,8,3.69250011444,3742914124.93,3742914125.3,3721937255.55,0.0,internal_timestamp,76.2870025635,1512948455.55,33.4164009094,0,10.3873996735,1025.99971994,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('175',)",3721937255.61,8,3.69248008728,3742914124.93,3742914125.3,3721937255.61,0.0,internal_timestamp,76.28099823,1512948455.61,33.4163017273,0,10.3872995377,1025.99963265,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('176',)",3721937255.67,8,3.69246006012,3742914124.93,3742914125.3,3721937255.67,0.0,internal_timestamp,76.266998291,1512948455.67,33.4161987305,0,10.3872003555,1025.99950585,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('177',)",3721937256.05,8,3.69246006012,3742914124.93,3742914125.3,3721937256.05,0.0,internal_timestamp,76.2620010376,1512948456.05,33.4161987305,0,10.3871002197,1025.99950042,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('178',)",3721937256.06,8,3.69245004654,3742914124.93,3742914125.3,3721937256.06,0.0,internal_timestamp,76.25,1512948456.06,33.4161987305,0,10.3871002197,1025.99944582,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('179',)",3721937256.07,8,3.69246006012,3742914124.93,3742914125.3,3721937256.07,0.0,internal_timestamp,76.2440032959,1512948456.07,33.4163017273,0,10.3871002197,1025.99949878,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('180',)",3721937256.08,8,3.6924700737,3742914124.93,3742914125.3,3721937256.08,0.0,internal_timestamp,76.2419967651,1512948456.08,33.4164009094,0,10.3871002197,1025.99956693,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('181',)",3721937256.09,8,3.69248008728,3742914124.93,3742914125.3,3721937256.09,0.0,internal_timestamp,76.2289962769,1512948456.09,33.4165000916,0,10.3872003555,1025.99956774,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('182',)",3721937256.09,8,3.69248008728,3742914124.93,3742914125.3,3721937256.09,0.0,internal_timestamp,76.2229995728,1512948456.09,33.4165000916,0,10.3872003555,1025.99954045,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('183',)",3721937256.11,8,3.69248008728,3742914124.93,3742914125.3,3721937256.11,0.0,internal_timestamp,76.2129974365,1512948456.11,33.4164009094,0,10.3872003555,1025.99941766,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('184',)",3721937256.22,8,3.6924700737,3742914124.93,3742914125.3,3721937256.22,0.0,internal_timestamp,76.2099990845,1512948456.22,33.4163017273,0,10.3872003555,1025.99932674,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('185',)",3721937256.23,8,3.6924700737,3742914124.93,3742914125.3,3721937256.23,0.0,internal_timestamp,76.202003479,1512948456.23,33.4161987305,0,10.3872995377,1025.99919296,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('186',)",3721937256.29,8,3.69245004654,3742914124.93,3742914125.3,3721937256.29,0.0,internal_timestamp,76.1920013428,1512948456.29,33.4160995483,0,10.3872995377,1025.99907017,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('187',)",3721937256.36,8,3.69244003296,3742914124.93,3742914125.3,3721937256.36,0.0,internal_timestamp,76.1839981079,1512948456.36,33.4159011841,0,10.3872995377,1025.9988792,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('188',)",3721937256.42,8,3.69244003296,3742914124.93,3742914125.3,3721937256.42,0.0,internal_timestamp,76.1780014038,1512948456.42,33.4159011841,0,10.3873996735,1025.9988346,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('189',)",3721937256.48,8,3.69245004654,3742914124.93,3742914125.3,3721937256.48,0.0,internal_timestamp,76.1669998169,1512948456.48,33.4160003662,0,10.3873996735,1025.99886182,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('190',)",3721937256.55,8,3.69246006012,3742914124.93,3742914125.3,3721937256.55,0.0,internal_timestamp,76.1620025635,1512948456.55,33.4160003662,0,10.3874998093,1025.99882176,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('191',)",3721937256.61,8,3.69248008728,3742914124.93,3742914125.3,3721937256.61,0.0,internal_timestamp,76.1520004272,1512948456.61,33.4160995483,0,10.3874998093,1025.99885353,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('192',)",3721937256.67,8,3.6924700737,3742914124.93,3742914125.3,3721937256.67,0.0,internal_timestamp,76.141998291,1512948456.67,33.4160995483,0,10.3874998093,1025.99880802,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('193',)",3721937256.73,8,3.6924700737,3742914124.93,3742914125.3,3721937256.73,0.0,internal_timestamp,76.1279983521,1512948456.73,33.4160003662,0,10.3875999451,1025.99864973,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('194',)",3721937256.8,8,3.69248008728,3742914124.93,3742914125.3,3721937256.8,0.0,internal_timestamp,76.1240005493,1512948456.8,33.4160995483,0,10.3875999451,1025.99870881,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('195',)",3721937256.86,8,3.69249010086,3742914124.93,3742914125.3,3721937256.86,0.0,internal_timestamp,76.1149978638,1512948456.86,33.4161987305,0,10.3877000809,1025.99872781,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('196',)",3721937256.92,8,3.69251990318,3742914124.93,3742914125.3,3721937256.92,0.0,internal_timestamp,76.1039962769,1512948456.92,33.4164009094,0,10.3877000809,1025.99883528,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
